id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;nama_kelurahan_desa;koperasi;no badan hukum;tanggal badan hukum;email;website;aktif;ketua;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun ind usaha;tahun
2021;15;JAMBI;1506;150604;-;-;Koperasi Tani Hutan Buluh Lestari;08/BH/KDK.52/III/2001;24/03/2001;Koperasitanibuluhlestari@gmail.com;-;TRUE;H. ISMADI. AS;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;JASA LAINNYA;-;-;0;0;-;2023
2022;15;JAMBI;1506;150604;-;-;Koperasi Aneka Tambang Nusantara;25/BH/KDK.52/IX/2001;29/10/2001;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2023;15;JAMBI;1506;150604;-;-;Koperasi Betara Makmur;33/BH/KOP-2/DK-UKM;20/02/2002;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2024;15;JAMBI;1506;150604;-;-;Koperasi Tani Hijau Permai;55/BH/KDK.52/V/1999;03/05/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
2025;15;JAMBI;1506;150604;-;-;Koperasi Jasa Kawan;48/BH/KDK.52/X/2000;20/10/2000;-;-;FALSE;;Primer Kabupaten/Kota;Jasa;Kop. Profesi;JASA LAINNYA;-;-;0;0;-;2023
2026;15;JAMBI;1506;150604;-;-;Koperasi Wanita Hidayatul Muttaqqin;"06/BH/KDK.52/III/2001						";15/03/2001;-;-;TRUE;"SUPRIYANTI			";Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2027;15;JAMBI;1506;150604;-;-;Koperasi Prima Mandiri;30/BH/KOP-2/DK-UKM;15/01/2002;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2028;15;JAMBI;1506;150604;-;-;Koperasi Tani Rengas Jaya;40/BH/KDK.52/IV/1999;21/04/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
2029;15;JAMBI;1506;150604;-;-;Koperasi Hutan Maju Bersama;124/BH/KDK.52/XI/1999;11/11/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2030;15;JAMBI;1506;150604;-;-;Koperasi Tani Serdang Jaya;59/BH/KDK.52/V/1999;29/05/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2031;15;JAMBI;1506;150604;-;-;Koperasi Hutan Sri Betara Wajo;26/BH/KDK.52/V/2000;06/05/2000;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2032;15;JAMBI;1506;150604;-;-;Koperasi Hutan Sumber Makmur;07/BH/KDK.52/III/2001;16/03/2001;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2033;15;JAMBI;1506;150604;-;-;Koperasi Hutan Terjun Jaya;111/BH/KDK.52/X/1999;18/11/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2034;15;JAMBI;1506;150604;-;-;Koperasi Hutan Usaha Belia;65/BH/KDK.52/VI/1999;11/06/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2035;15;JAMBI;1506;150604;-;-;Koperasi Hutan Wana Karya;123/BH/KDK.52/XI/1999;20/11/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2036;15;JAMBI;1506;150604;-;-;Koperasi Unit Desa Wirausaha;1029/BH/IX/92;10/10/1992;-;-;FALSE;"ASPUR			";Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
2037;15;JAMBI;1506;150604;-;-;Koperasi Wanita Asoka;"503/12/BH/Diskoperindag						";20/10/2008;-;-;FALSE;"MAHAR LENI			";Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2038;15;JAMBI;1506;150604;1506042001;PEMATANG LUMUT;Koperasi Pertanian Campur Sari (KOPURI);34/BH/KOP-2/DK-UKM;01/04/2000;-;-;TRUE;SODIKIN;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2039;15;JAMBI;1506;150604;1506042001;PEMATANG LUMUT;KOPERASI JASA WANA SIMPANG ABADI;AHU-0007553.AH.01.26.TAHUN 2020;28/12/2020;-;-;TRUE;;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2040;15;JAMBI;1506;150604;1506042001;PEMATANG LUMUT;KOPERASI PRODUSEN GAMBUT MANGGROVE MUNTIALO;AHU-0009686.AH.01.26.TAHUN 2021;13/04/2021;-;-;TRUE;M. IMAM SYAFII;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2041;15;JAMBI;1506;150604;1501092045;MEKAR JAYA;Koperasi Sido Muncul;518/12/KUMKM/2014;10/01/2014;-;-;TRUE;ENDI;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2042;15;JAMBI;1506;150604;1501092045;MEKAR JAYA;Koperasi Produsen Mekar Sejahtera Mandiri;010042/BH/M.KUKM.2/X/2018;10/10/2018;Uutsantoso7@gmail.com;-;TRUE;UUT SANTOSO;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;INDUSTRI PENGOLAHAN;-;-;0;0;-;2023
2043;15;JAMBI;1506;150604;1506042010;TERJUN GAJAH;Koperasi Betara Bersama;518/292/KOPERASI DAN UMKM/2016;15/03/2016;-;-;TRUE;HASAN BASRI HARAHAP;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2044;15;JAMBI;1506;150604;1506042013;MUNTIALO;KOPERASI USAHA KARYA MANDIRI;518/13/KUMKM/2014;10/01/2014;-;-;TRUE;AHMAD SIBUN;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2045;15;JAMBI;1506;150611;-;-;Koperasi Miranda;40/BH/KOP-2/DK-UKM;10/04/2002;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2046;15;JAMBI;1506;150611;-;-;Koperasi Peternak Ayam Sepakat;09/BH/KDK.52/II/1996;05/02/1996;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;JASA LAINNYA;-;-;0;0;-;2023
2047;15;JAMBI;1506;150611;-;-;Koperasi Al-Hikmah;51/BH/KDK.52/XI/2000;16/11/2000;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2048;15;JAMBI;1506;150611;-;-;Koperasi Karya Maju;41/BH/KOP-2/DK-UKM;11/04/2002;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2049;15;JAMBI;1506;150611;-;-;Koperasi Mutiara Tungkal;15/BH/KDK.52/III/1999;11/03/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2050;15;JAMBI;1506;150611;-;-;Koperasi Pelangi;04/BH/KDK.52/II/2001;10/02/2001;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2051;15;JAMBI;1506;150611;-;-;Koperasi Perhubungan;47/BH/KOP-2/DK-UKM;27/06/2002;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2052;15;JAMBI;1506;150611;-;-;Koperasi Rukun Gawe Sentoso;118/BH/KDK.52/X/1999;27/10/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
2053;15;JAMBI;1506;150611;-;-;Koperasi Rukun Sentosa;110/BH/KDK.52/X/1999;03/10/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2054;15;JAMBI;1506;150611;-;-;Koperasi Usaha Berkat;63/BH/KDK.52/XII/2000;28/12/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2055;15;JAMBI;1506;150611;-;-;Koperasi Usaha Rama Putra;37/BH/KOP-2/DK-UKM;11/03/2002;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2056;15;JAMBI;1506;150611;-;-;Koperasi Pondok Pesantren Nurussaadah;17/BH/KDK.52/VI/2000;14/04/2000;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2057;15;JAMBI;1506;150612;-;-;Koperasi Nelayan Cahaya Berdikari;51/BH/KOP-2/DK-UKM;27/06/2002;-;-;FALSE;"ZULHARUDIN			";Primer Kabupaten/Kota;Produsen;Kop. Nelayan;JASA LAINNYA;-;-;0;0;-;2023
2058;15;JAMBI;1506;150612;-;-;Koperasi Perkebunan Karya Daya Cipta KADACI;13/BH/KD.52/V2000;21/05/2000;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
2059;15;JAMBI;1506;150612;-;-;Koperasi Nelayan Mina Jaya;48/BH/KDK.52/IV/1999;28/04/1999;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;JASA LAINNYA;-;-;0;0;-;2023
2060;15;JAMBI;1506;150612;-;-;Koperasi Nelayan Windu Selat Berhala;34/BH/KDK.52/IV/1999;14/04/1999;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;JASA LAINNYA;-;-;0;0;-;2023
2061;15;JAMBI;1506;150612;-;-;Koperasi Nelayan Peduli;503/105/BH/DISKOPERINDAG;24/02/2006;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;JASA LAINNYA;-;-;0;0;-;2023
2062;15;JAMBI;1506;150612;-;-;Koperasi Citra Karya Mandiri;04/BH/KDK.52/II/2000;03/04/2000;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2063;15;JAMBI;1506;150612;-;-;Koperasi Mayang Pinang;27/BH/KDK.52/VI/2000;31/07/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2064;15;JAMBI;1506;150612;-;-;Koperasi Tuah Sakato;49/BH/KDK.52/X/2000;07/03/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2065;15;JAMBI;1506;150612;-;-;Koperasi Pondok Pesantren Riyadhul Jannah;17/BH/KWK.5/III/1996;27/03/1996;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2066;15;JAMBI;1506;150612;-;-;Koperasi Tani Sinar Tani;62/BH/KDK.52/V/1999;02/06/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2067;15;JAMBI;1506;150612;-;-;Koperasi Hutang Tani Deli Makmur;37/BH/KDK.52/VII/2000;31/10/2000;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
2068;15;JAMBI;1506;150612;-;-;Koperasi Perikanan Tunas Jaya;09/BH/KDK.52/II/1999;25/02/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2069;15;JAMBI;1506;150612;1506121001;BETARA KIRI;Koperasi Unit Desa Borneo Jaya;819/BH/XV;25/04/1988;-;-;TRUE;IBRAHIM;Primer Kabupaten/Kota;Konsumen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2070;15;JAMBI;1506;150606;-;-;Koperasi Simpan Pinjam Karya Lestari;503/88/DISKOPPERINDAG;10/03/2005;-;-;TRUE;"SUKIMAN			";Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2071;15;JAMBI;1506;150606;-;-;Koperasi Jaya Mandiri;503/66/DISKOPPERINDAG;01/07/2003;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2072;15;JAMBI;1506;150606;-;-;Koperasi Perkebunan Mitra Usaha;503/70/DISKOPPERINDAG;14/07/2003;-;-;TRUE;JERAMI SEBAYANG;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
2073;15;JAMBI;1506;150606;-;-;Koperasi Simpan Pinjam Satu Atap;"26/BH/VI.9/2010						";01/09/2010;-;-;FALSE;"ANJU SARAGIH			";Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2074;15;JAMBI;1506;150606;-;-;"Koperasi Serba Usaha Energi Bukit 30						";"38/BH/VI.9/2011						";28/07/2011;-;-;TRUE;"ZULHAIDI			";Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2075;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Serba Usaha Masyarakat Adat Jambi;518/KOPERASI DAN UMKM/2016;15/03/2016;-;-;TRUE;M. HELIUS, MST;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2076;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Konsumen Damai Cinta Sesama;008765/BH/M.KUKM.2/VI/2018;26/06/2018;-;-;TRUE;ERRNIJON SAMOSI;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA LAINNYA;-;-;0;0;2021;2023
2077;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Bina Insani;503/98/BH/DISKOPPERINDAG;27/08/2005;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2078;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Perkebunan Tebing Swadarma Musdes;75/BH/KDK.52/VI/1999;29/06/1999;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
2079;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Perkebunan Maju Bersama;89/BH/KD.52/VIII/1999;02/08/1999;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
2080;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Serba Usaha Sakato;95/BH/KDK.52/VIII/1999;20/08/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
2081;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Jadam Jaya;503/58/BH/Diskoperindag;13/05/2003;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2082;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Karyawan Lestari;19/BH/KWK.5/XI/96;02/11/1996;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;2023
2083;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Karyawan Lontar Papyrus;503/101/BH/DISKOPPERINDAG;30/12/2005;-;-;TRUE;NATO LAKSANA;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;26;0;2020;2023
2084;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Serba Usaha Pendawa;503/162/DISKOPPERINDAG;16/06/2003;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
2085;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Karyawan Tungkal;1079/BH/XV/1994;21/02/1994;-;-;TRUE;ZULNOFIRMAN;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;2;0;2021;2023
2086;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;Koperasi Jasa Tebing Tinggi;11/BH/KDK.52/II/1999;25/02/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2087;15;JAMBI;1506;150606;1501022005;TEBING TINGGI;KOPERASI JASA BERKAH TOHA MANDIRI;AHU-0011405.AH.01.26.TAHUN 2021;28/07/2021;-;-;TRUE;BAHARUDIN;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;PERDAGANGAN BESAR PUPUK DAN PRODUK AGROKIMIA;-;-;0;0;-;2023
2088;15;JAMBI;1506;150606;1506062002;PURWODADI;Koperasi Karyawan Mitra Usaha;518/368/KOPERASI DAN UMKM/2016;27/04/2016;-;-;TRUE;JEREMIA SEBAYANG;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2089;15;JAMBI;1506;150606;1506062002;PURWODADI;Koperasi Unit Desa Suka Makmur;769/BH/XV/1988;08/02/1988;kudsukamakmur1@gmail.com;-;TRUE;SUTEJO.SM;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;3;13;2021;2023
2090;15;JAMBI;1506;150606;1503022023;SUKA DAMAI;Koperasi Unit Desa Karya Mandiri;23/BH/KDK.52/VII/2001  ;04/07/2001;-;-;TRUE;ABADI;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;1;0;2021;2023
2091;15;JAMBI;1506;150606;1503022023;SUKA DAMAI;Koperasi Unit Desa Karya Tani;06/BH/KDK.52/XI/1998;12/11/1998;kudkaryatani2020@gmail.com;-;TRUE;H.SUWARDI;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;2021;2023
2092;15;JAMBI;1506;150606;1506062004;ADI JAYA;Koperasi Unit Desa Harapan Makmur;07/BH/KDK.52/XI/1998;12/11/1998;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
2093;15;JAMBI;1506;150606;1506062005;KELAGIAN;Koperasi Produsen Cahaya Restu Ibu;002488/BH/M.KUKM.2/XI/2016;02/11/2016;-;-;TRUE;PADILLAH;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2094;15;JAMBI;1506;150606;1506062005;KELAGIAN;Koperasi Tani Hutan Kelagian Jaya;81/BH/KDK.52/VII/1999;12/07/1999;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Kehutanan;JASA LAINNYA;-;-;0;0;-;2023
2095;15;JAMBI;1506;150606;1506062005;KELAGIAN;Koperasi Simpam Pinjam Sri Makmur;503/72/DISKOPPERINDAG;07/04/2004;-;-;TRUE;;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
2096;15;JAMBI;1506;150606;1506062009;DATARAN KEMPAS;Koperasi Simpan Pinjam Makmur Bersama;503/75/DISKOPPERINDAG;31/05/2004;-;-;TRUE;SUROTO MUHAMMAD;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;1;2021;2023
2097;15;JAMBI;1506;150606;1506062010;DELIMA;Koperasi Delima Mandiri;518/863/KUMKM/2015;26/10/2015;-;-;TRUE;HASAN BASRI;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2098;15;JAMBI;1506;150606;1506062007;TALANG MAKMUR;KUD Sawit Mandiri;05/BH/KDK.52/III/2000;03/02/2000;-;-;TRUE;LUKMAN NUR HAKIM;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;2021;2023
2099;15;JAMBI;1506;150606;1506062006;TELUKPENGKAH;Koperasi Karyawan TKBM Tebing Tinggi;42/BH/KWK.5/VIII/1995;23/08/1995;-;-;TRUE;NABHAN;Primer Kabupaten/Kota;Jasa;Kop. Tenaga Kerja Bongkar Muat (TKBM);JASA PERUSAHAAN;-;-;0;1;2021;2023
2100;15;JAMBI;1506;150607;-;-;Koperasi Bina Kasih Sejahtera;002475/BH/M.KUKM.2/XI/2016;01/11/2016;-;-;TRUE;ALEXANDER SARAGIH;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Lainnya;JASA LAINNYA;-;-;2;0;2020;2023
2101;15;JAMBI;1506;150607;1506072004;TANJUNGBOJO;Koperasi Unit Desa Payung Sakti;802/BH/XV;08/02/1988;-;-;TRUE;ROSDANSYAH;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;1;0;2021;2023
2102;15;JAMBI;1506;150607;1506072003;SUBAN;Koperasi Tani Suban Mandiri;005404/BH/M.KUKM.2/IX/2017;27/09/2017;koperasitanisuban@gmail.com;-;TRUE;MIHRAN SIREGAR;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;Cukup Berkualitas (CB);Belum Dinilai;0;0;2021;2023
2103;15;JAMBI;1506;150607;1506072003;SUBAN;Koperasi Pancuran Gading;08/BH/KDK.52/III/2000;04/03/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2104;15;JAMBI;1506;150607;1506072003;SUBAN;Koperasi Perkebunan Sawit Abadi;16/BH/KDK.52/V/2001;15/05/2001;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
2105;15;JAMBI;1506;150607;1506072003;SUBAN;Koperasi Utama Mandiri Lestari;99/BH/KDK.52/VIII/1999;30/08/1999;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2106;15;JAMBI;1506;150607;1506072003;SUBAN;KOPERASI PRODUSEN SAWIT SEJAHTERA BATANG ASAM;AHU-0011429.AH.01.26.TAHUN 2021;29/07/2021;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2107;15;JAMBI;1506;150607;1501192014;KAMPUNG BARU;Koperasi Unit Desa Swakarsa;13/BH/KWK.5/IV/1995;10/04/1995;-;-;TRUE;"A. KUSASI			";Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
2108;15;JAMBI;1506;150607;1506072006;LUBUK BERNAI;Koperasi Produsen Lantak Tumang Manunggal;013646/BH/M.KUKM.2/VI/2019;11/06/2019;-;-;TRUE;IHSAN JUNIOR PURBA;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2109;15;JAMBI;1506;150607;1506072006;LUBUK BERNAI;Koperasi Tani Manda Sakti;28/BH/KDK.52/VI/2000;06/06/2000;tanimandasakti334@gmail.com;-;TRUE;IDRAM HALIK;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;4;1;2020;2023
2110;15;JAMBI;1506;150607;1506072002;SRI AGUNG;Koperasi Unit Desa Mekar Sari;970/BH/XV;30/10/1991;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
2111;15;JAMBI;1506;150607;1506072002;SRI AGUNG;Koperasi Bina Usaha Tani Mandiri;518/77/KOPERASI DAN UMKM/2016;18/12/2016;-;-;TRUE;TAUFIK IRAWAN;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2112;15;JAMBI;1506;150607;1506072002;SRI AGUNG;Koperasi Anugrah Sri Agung;18/BH/KDK.52/IV/2000;14/04/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2113;15;JAMBI;1506;150607;1506072002;SRI AGUNG;KOPERASI PRODUSEN BERKAH TANI MANDIRI RAWA MEDANG;AHU-0001891.AH.01.29.TAHUN 2022;17/05/2022;-;-;TRUE;MURYONO;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
2114;15;JAMBI;1506;150607;1506071001;DUSUN KEBUN;Koperasi Harapan Maju;03/BH/KDK.52/I/2000;31/01/2000;-;-;TRUE;RIDASMAN;Primer Kabupaten/Kota;Produsen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;4;0;2021;2023
2115;15;JAMBI;1506;150607;1506071001;DUSUN KEBUN;Koperasi Unit Desa Tandang Sejahtera;503/67/DISKOPPERINDAG;07/07/2003;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
2116;15;JAMBI;1506;150607;1506071001;DUSUN KEBUN;Koperasi Mandiri;503/104/BH/DISKOPPERINDAG;21/02/2006;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
